date,value,return_%
2025-01-01,100000.0,
2025-01-02,100000.0,0.0
2025-01-03,100000.0,0.0
2025-01-06,100000.0,0.0
2025-01-07,100000.0,0.0
2025-01-08,100000.0,0.0
2025-01-09,100000.0,0.0
2025-01-10,100000.0,0.0
2025-01-13,100000.0,0.0
2025-01-14,100000.0,0.0
2025-01-15,100000.0,0.0
2025-01-16,100000.0,0.0
2025-01-17,100000.0,0.0
2025-01-20,100000.0,0.0
2025-01-21,100000.0,0.0
2025-01-22,100000.0,0.0
2025-01-23,100000.0,0.0
2025-01-24,100000.0,0.0
2025-01-27,100000.0,0.0
2025-01-28,100000.0,0.0
2025-01-29,100000.0,0.0
2025-01-30,100000.0,0.0
2025-01-31,100000.0,0.0
2025-02-01,100000.0,0.0
2025-02-03,100000.0,0.0
2025-02-04,100000.0,0.0
2025-02-05,100000.0,0.0
2025-02-06,100000.0,0.0
2025-02-07,100000.0,0.0
2025-02-10,100000.0,0.0
2025-02-11,100000.0,0.0
2025-02-12,100000.0,0.0
2025-02-13,100000.0,0.0
2025-02-14,100000.0,0.0
2025-02-17,100000.0,0.0
2025-02-18,100000.0,0.0
2025-02-19,100000.0,0.0
2025-02-20,100000.0,0.0
2025-02-21,100000.0,0.0
2025-02-24,100000.0,0.0
2025-02-25,100000.0,0.0
2025-02-27,100000.0,0.0
2025-02-28,100000.0,0.0
2025-03-03,100000.0,0.0
2025-03-04,100000.0,0.0
2025-03-05,100000.0,0.0
2025-03-06,100000.0,0.0
2025-03-07,100000.0,0.0
2025-03-10,100000.0,0.0
2025-03-11,100000.0,0.0
2025-03-12,100000.0,0.0
2025-03-13,100000.0,0.0
2025-03-17,100000.0,0.0
2025-03-18,100000.0,0.0
2025-03-19,100000.0,0.0
2025-03-20,100000.0,0.0
2025-03-21,100000.0,0.0
2025-03-24,100000.0,0.0
2025-03-25,100000.0,0.0
2025-03-26,100000.0,0.0
2025-03-27,100000.0,0.0
2025-03-28,100000.0,0.0
2025-04-01,100000.0,0.0
2025-04-02,100000.0,0.0
2025-04-03,100000.0,0.0
2025-04-04,100000.0,0.0
2025-04-07,100000.0,0.0
2025-04-08,100000.0,0.0
2025-04-09,100000.0,0.0
2025-04-11,100000.0,0.0
2025-04-15,100000.0,0.0
2025-04-16,100000.0,0.0
2025-04-17,100000.0,0.0
2025-04-21,100000.0,0.0
2025-04-22,100000.0,0.0
2025-04-23,100000.0,0.0
2025-04-24,99671.0,-0.3290000000000015
2025-04-25,98841.59999999999,-0.8321377331420465
2025-04-28,99998.2,1.1701550764050772
2025-04-29,100028.0,0.02980053640966318
2025-04-30,100021.0,-0.006998040548644724
2025-05-02,100071.0,0.04998950220453935
2025-05-05,100528.8,0.45747519261325476
2025-05-06,100202.59999999999,-0.3244841279315125
2025-05-07,100341.8,0.1389185510156432
2025-05-08,99779.4,-0.5604842647829789
2025-05-09,98716.2,-1.0655506046338248
2025-05-12,102383.0,3.714486578697329
2025-05-13,100997.59999999999,-1.3531543322621964
2025-05-14,101351.8,0.3507014028056199
2025-05-15,102932.59999999999,1.5597157623248759
2025-05-16,102763.4,-0.16437940943879736
2025-05-19,102466.0,-0.2894026472459954
2025-05-20,101419.8,-1.0210216071672495
2025-05-21,101938.0,0.5109455944499963
2025-05-22,101123.0,-0.7995055818242447
2025-05-23,102096.8,0.962985670915617
2025-05-26,102688.8,0.5798418755533996
2025-05-27,101989.0,-0.6814764609188173
2025-05-28,101694.0,-0.28924687956544126
2025-05-29,102018.59999999999,0.31919287273585173
2025-05-30,101687.0,-0.32503876744043314
2025-06-02,101550.59999999999,-0.13413710700483916
2025-06-03,100854.2,-0.6857665045799766
2025-06-04,101165.0,0.30816763208671993
2025-06-05,101687.8,0.5167795186082236
2025-06-06,102696.4,0.9918593970958067
2025-06-09,103097.0,0.3900818334430456
2025-06-10,103101.2,0.0040738333802137205
2025-06-11,103249.8,0.14413023320776208
2025-06-12,102237.0,-0.9809219969433403
2025-06-13,101558.59999999999,-0.6635562467599887
2025-06-16,102470.2,0.8976098528337362
2025-06-17,102097.8,-0.3634227316819838
2025-06-18,101932.4,-0.1620015318645529
2025-06-19,101857.2,-0.07377438380730128
2025-06-20,103133.8,1.2533232800430394
2025-06-23,102571.8,-0.5449231968568946
2025-06-24,102861.59999999999,0.28253379583860205
2025-06-25,103663.2,0.7792995636855871
2025-06-26,104880.2,1.173994242894305
2025-06-27,105235.4,0.338672123050876
2025-06-30,104752.4,-0.45897103066078193
2025-07-01,104851.4,0.09450857450521433
2025-07-02,104497.8,-0.33723917849450835
2025-07-03,104305.4,-0.18411870871923863
2025-07-04,104528.2,0.21360351429551283
2025-07-07,104529.4,0.0011480155594378871
2025-07-08,104774.2,0.23419248555909267
2025-07-09,104588.59999999999,-0.1771428462350566
2025-07-10,104105.2,-0.46219186412285174
2025-07-11,103283.59999999999,-0.7892016921345002
2025-07-14,103013.4,-0.26160978122373724
2025-07-15,103467.4,0.44071936272367385
2025-07-16,103532.4,0.06282171969143047
2025-07-17,103130.0,-0.38867059973495266
2025-07-18,102557.8,-0.5548337050324759
2025-07-21,103047.0,0.4769993116076954
2025-07-22,102927.8,-0.11567537143245543
2025-07-23,103563.8,0.6179088642718433
2025-07-24,102932.59999999999,-0.6094793740670124
2025-07-25,102032.2,-0.8747471646494809
2025-07-28,101407.8,-0.6119636742126455
2025-07-29,101968.59999999999,0.553014659621831
2025-07-30,102104.4,0.13317825291314644
2025-07-31,101757.59999999999,-0.3396523558240383
2025-08-01,100945.59999999999,-0.7979747950030314
2025-08-04,101575.2,0.6237022713223794
2025-08-05,101282.4,-0.2882593388937482
2025-08-06,100981.0,-0.29758378553430553
2025-08-07,101068.8,0.08694704944494092
2025-08-08,100137.4,-0.9215504685917031
2025-08-11,101024.4,0.885782934248347
2025-08-12,100633.8,-0.3866392673453012
2025-08-13,101161.59999999999,0.5244758719237463
2025-08-14,101209.4,0.047251130863879
2025-08-18,102192.0,0.9708584380502261
2025-08-19,102606.8,0.40590261468609334
2025-08-20,102886.4,0.27249655968220043
2025-08-21,103019.2,0.129074396616069
2025-08-22,102164.59999999999,-0.8295541025362341
2025-08-25,102555.2,0.3823242101471669
2025-08-26,101532.4,-0.9973165670780215
2025-08-28,100687.8,-0.8318526893878131
2025-08-29,100391.59999999999,-0.2941766529808043
2025-09-01,101184.4,0.7897075054088321
2025-09-02,101002.59999999999,-0.17967196524365514
2025-09-03,101544.4,0.5364218346854521
2025-09-04,101621.4,0.07582889849169216
2025-09-05,101648.2,0.026372397939811165
2025-09-08,101776.8,0.12651478334098076
2025-09-09,102158.59999999999,0.37513460828006995
2025-09-10,102576.59999999999,0.40916770590042617
2025-09-11,102706.2,0.1263446049099004
2025-09-12,103140.2,0.4225645579332138
2025-09-15,102961.0,-0.17374408814410103
2025-09-16,103640.59999999999,0.6600557492642656
2025-09-17,104005.2,0.3517926372483382
2025-09-18,104378.59999999999,0.3590205105129307
2025-09-19,103992.4,-0.36999921439835326
2025-09-22,103493.59999999999,-0.4796504359934062
2025-09-23,103362.2,-0.12696437267617489
2025-09-24,102911.8,-0.43574923908352714
2025-09-25,102247.59999999999,-0.6454070378712706
2025-09-26,101303.0,-0.9238358650960898
2025-09-29,101303.0,0.0
2025-09-30,101303.0,0.0
2025-10-01,101303.0,0.0
